english_text,marshallese_text,category,description,is_favorite,usage_count,id,created_date,updated_date,created_by_id,created_by,is_sample
"Window","Wūntō","general","","false","0","6903b40bd5901f5493469dcc","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Plant","Menin kallib ak wūt","general","","false","0","6903b40bd5901f5493469dd5","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Thursday","Taije","general","","false","0","6903b40bd5901f5493469dee","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Head","Bar","body_parts","","false","2","6903b40bd5901f5493469e22","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Albuterol","Albuterol (Kein ukuk ej jerbal ñan jipañ ak bōbrae an aidiklok ial in an kōto in menono emakūtkūt ippān armej ro ewōr aer nañinmejin orlok im nañinmej ko jet ikkijjien ial in emenono.)","medication","","false","0","6903b40bd5901f5493469e55","2025-10-30T18:52:59.627000","2025-11-03T14:18:53.990000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Mupirocin","Mupirocin (Wūno in wa ej itok ilo kūriij mwe ej bōbrae kij nana jen an eddek ioon kil.)","medication","","false","0","6903b40bd5901f5493469e72","2025-10-30T18:52:59.628000","2025-10-30T18:52:59.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Sitagliptin","Sitagliptin (Wūno batin mwe ej jipañ kōmanman lābōl in tōñal ko ilo bōtōktōk ippān rinañinmej ro ewōr aer  taip 2 tōñal ak ro rejjab emman aer kōmman make ak jejjet kūtien ear bōk insulin.)","medication","","false","0","6903b40bd5901f5493469e76","2025-10-30T18:52:59.628000","2025-11-03T14:54:22.611000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Hydralazine","Hydralazine (Wūno ej jerbal ñan jipañ majel ko ilo jikin ko rej etōr bōtōktōk ie bwe ren jab kijñeñe in jipañ kakilep lok ie.)","medication","","false","0","6903b40bd5901f5493469e80","2025-10-30T18:52:59.628000","2025-11-03T14:34:46.779000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Propranolol","Propranolol (Wūnoin kadiklok an bam ob ej jerbal ñan jipañ aer in bōtōktōk, metak ob, im jab jejjet kūtien an bam menono. Barāinwōt bōbrae metak bar ko rellap.)","medication","","false","0","6903b40bd5901f5493469e88","2025-10-30T18:52:59.628000","2025-11-03T13:54:14.046000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Buprenorphine/Naloxone","Buprenorphine/Naloxone (Kakobabain wūno in jerbal ñan ro ewōr aer añūrleb wūno in metak ko rekajoor.)","medication","","false","0","6903b40bd5901f5493469ea0","2025-10-30T18:52:59.628000","2025-10-30T18:52:59.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Risperidone","Risperidone (Wūno ej jerbal ñan jipañ utamwe in kōmālij eo elap ej jelōt wāween an armej kōlmānlokjen, utamwe ikkijjien jab jejjet kūtien tammwin, im lilulu koba ippān jorāān ilo nōōb ko mwe ej jelōt wāween kōnono, karejar, im manit.)","medication","","false","0","6903b40bd5901f5493469ea2","2025-10-30T18:52:59.628000","2025-11-03T13:55:24.066000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Haloperidol","Haloperidol (Wūno ej jerbal ñan jipañ ikkijjien nañinmejin kōmālij ko mwe rej kōmman an armej elolo jabdewōt im roñ ainikien ko mwe ro jet rejjab loe im roñ, an make emakūkūt ānbwin im kōnono ilo jab kōnaan, im nañinmej ko jet rej jelōt kōmālij.)","medication","","false","0","6903b40bd5901f5493469ea7","2025-10-30T18:52:59.628000","2025-11-03T14:33:55.829000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Linaclotide","Linaclotide (Jerbal ñan jipañ jet wāween ko ikkijjien jorāãn in pirej āinwōt jab emman an jerbal ial in majñal eo ekilep ippān pen loje, aitok an kajoor pen loje.)","medication","","false","0","6903b40bd5901f5493469eb3","2025-10-30T18:52:59.629000","2025-11-03T14:39:06.277000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Slow","Jāiur ak ralok","general","","false","0","6903b40bd5901f5493469ec5","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Tight","Kankan","general","","false","0","6903b40bd5901f5493469ec9","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"No worries.","Jab inebata.","general","","false","0","6903b40bd5901f5493469edd","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Acne","Taeo","symptoms","","false","0","6903b40bd5901f5493469ee9","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Neuropathy","Jorāān nōōb itok jen nañinmejin tōñal.)","symptoms","","false","0","6903b40bd5901f5493469eeb","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Arm","Ba","body_parts","","false","0","6903b40bd5901f5493469d2b","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Hi","Yokwe","general","","false","0","6903b40bd5901f5493469d36","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Date of birth","Raan in lotak","questions","","false","0","6903b40bd5901f5493469d38","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Day","Raan","general","","false","0","6903b40bd5901f5493469d83","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Mouth","Loñi","body_parts","","false","0","6903b40bd5901f5493469da2","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Cheeks","Jāp","body_parts","","false","0","6903b40bd5901f5493469da3","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Tongue","Loo","body_parts","","false","0","6903b40bd5901f5493469da8","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Right side","Anbwijmaroñ","general","","false","0","6903b40bd5901f5493469dbf","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Shower","Tutu","general","","false","0","6903b40bd5901f5493469dc4","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Food","Mōñā","general","","false","0","6903b40bd5901f5493469dd6","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Rain","Wōt","general","","false","0","6903b40bd5901f5493469de8","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Losartan","Losartan (Jerbal ñan jipañ aer bōtōktōk im kadiklok kauwōtata ko an storke.)","medication","","false","0","6903b40bd5901f5493469e29","2025-10-30T18:52:59.627000","2025-11-03T14:39:14.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Metoprolol","Metoprolol (Wūnoin kadiklok an bam ob ej jerbal ñan jipañ aer in bōtōktōk, metak ob, im jab emman an jerbal menono.)","medication","","false","0","6903b40bd5901f5493469e2c","2025-10-30T18:52:59.627000","2025-11-03T14:39:55.855000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Hydrochlorothiazide","Hydrochlorothiazide (Wūno batin ej jerbal ñan jipañ aer bōtōktōk im jolok bōbōj itok jen dān.)","medication","","false","0","6903b40bd5901f5493469e53","2025-10-30T18:52:59.627000","2025-11-03T14:34:58.088000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Carvedilol","Carvedilol (Jebal ñan jipañ aer in bōtōktōk ak ae plot im likjab menono.)","medication","","false","0","6903b40bd5901f5493469e58","2025-10-30T18:52:59.628000","2025-11-03T14:22:53.834000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Apixaban","Apixaban (Wūno ñan jipañ im bōbrae kwōj bōtōktōk.)","medication","","false","0","6903b40bd5901f5493469e59","2025-10-30T18:52:59.628000","2025-11-03T14:20:29.850000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Budesonide/Formoterol","Budesonide/Formoterol (Kakobabain kein ukuk ñan kajejjet kūtien im bōbrae kakōlle ko jen orlok im COPD  ak nañinmejin ār mwe eto an pād.)","medication","","false","0","6903b40bd5901f5493469e66","2025-10-30T18:52:59.628000","2025-11-03T14:55:21.719000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Semaglutide","Semaglutide (Jerbal ñan kōmanmanlok tōñal ko ilo bōtōktōk ilo taip 2 tōñal ak ro rejjab emman aer kōmman make ak jejjet kūtien ear bōk insulin im ñan jipañ ikkijjien wōtlok boun.)","medication","","false","0","6903b40bd5901f5493469e78","2025-10-30T18:52:59.628000","2025-11-03T14:46:11.632000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Celecoxib","Celecoxib (Juon wūno eo ejjelok steroid ie ej jolok bōbōj mwe ej jerbal ñan jipañ ikkijjien metak ak  bōbōj ko itok jen elōñ wāween ko.)","medication","","false","0","6903b40bd5901f5493469e93","2025-10-30T18:52:59.628000","2025-11-03T14:23:13.637000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Aripiprazole","Aripiprazole (Wūno ej jerbal ñan jipañ jejjo nañinmej ko anmanōjoliñōr/kōmālij āinwōt jab jejjet kūtien tammwin, nañinmejin kōmālij ko mwe ej kōmman an armej elolo jabdewōt im roñ ainikien ko mwe ro jet rejjab loe im roñ, jorāān nōōb mwe ekōmman am emakūkūt ānbwin im kōnono ilo ear jab kōnaan, armej ro rej jab emman tammwier itok jen jorāān ilo nōōb ko mwe ej jelōt wāween kōnono, karejar, im manit.)","medication","","false","0","6903b40bd5901f5493469ea4","2025-10-30T18:52:59.628000","2025-11-03T14:20:45.010000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Brain","Kōmālij","body_parts","","false","0","6903b40bd5901f5493469ecf","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Runny nose","Uwur boti","symptoms","","false","0","6903b40bd5901f5493469ed0","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"You are welcome.","Kōn jouj.","general","","false","0","6903b40bd5901f5493469edb","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Lung","Ār","body_parts","","false","0","6903b40bd5901f5493469ef0","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Chemicals","Dān ko","body_parts","","false","0","6903b40bd5901f5493469ef3","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Reason","Wūnin","general","","false","0","6903b40bd5901f5493469ef4","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"First name","Āt eo kein kajuon","general","","false","0","6903b40bd5901f5493469ef6","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Whisper","Wūnojidikdik","general","","false","0","6903b40bd5901f5493469f02","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Take this medication twice daily","Bōk wūno in ruo kōttan juon raan
","general","","false","1","6903b40bd5901f5493469d1a","2025-10-30T18:52:59.623000","2025-10-30T18:52:59.623000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"I don't know","Ijaje","general","","false","0","6903b40bd5901f5493469d2c","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"How many times?","Jete kōttan?","questions","","false","0","6903b40bd5901f5493469d49","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"March","Maaj","general","","false","0","6903b40bd5901f5493469d5e","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Dose","Joñan wūno","general","","false","0","6903b40bd5901f5493469d71","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Wound dressing","Korak","procedures","","false","0","6903b40bd5901f5493469d74","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Stop","Bōjrak","general","","false","0","6903b40bd5901f5493469d80","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Night","Boñ","general","","false","0","6903b40bd5901f5493469d84","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Lips","Tie","body_parts","","false","0","6903b40bd5901f5493469da4","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Chest","Ob","body_parts","","false","0","6903b40bd5901f5493469dad","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Toes","Addin ne","body_parts","","false","0","6903b40bd5901f5493469db6","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Swallow","Orañlok","procedures","","false","0","6903b40bd5901f5493469dba","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Sun","Al","general","","false","0","6903b40bd5901f5493469de5","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Meloxicam","Meloxicam (Wūno eo ejjelok steroid ie mwe ejjab kajoor ej jerbal ñan jipañ jolok metak ilo bōbōj ko ewōr dañ lowaer itok jen an mokwōj ko metak .)","medication","","false","0","6903b40bd5901f5493469e30","2025-10-30T18:52:59.627000","2025-11-03T14:39:37.006000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Nitroglycerin","Nitroglycerin (Wūno ñan jipañ jolok metak ko ilo ob ilo an kakileblok ial in bōtōktōk ko.)","medication","","false","0","6903b40bd5901f5493469e38","2025-10-30T18:52:59.627000","2025-11-03T14:41:19.234000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Doxycycline","Doxycycline (Wūno in wā ñan jipañ ikkijjien elōñ kain kij in inpekjen ko, āinwōt taeo, inpekjen ko ilo ial in jikin rawūt, inpekjen ko ilo ial in jikin emenono.)","medication","","false","0","6903b40bd5901f5493469e51","2025-10-30T18:52:59.627000","2025-11-03T14:25:43.526000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Memantine","Memantine (Jerbal ñan jipañ dik ñan lap kakōlkōlin nañinmejin ko an kōmālij ikkijjien memālele, jajelokjen, oktak mantin, jab maroñ jimwe kōnono im kōlmānlokjen.)","medication","","false","0","6903b40bd5901f5493469e86","2025-10-30T18:52:59.628000","2025-11-03T13:59:56.911000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Quetiapine","Quetiapine (Wūno ej jerbal ñan jipañ utamwe in kōmālij eo elap ej jelōt wāween an armej kōlmānlokjen,  utamwe ikkijjien jab jejjet kūtien tammwin, im utamwe ko rellap ikkijjien nana wōt mour ak jaje emōnōnō.)","medication","","false","0","6903b40bd5901f5493469ea1","2025-10-30T18:52:59.628000","2025-11-03T13:54:52.812000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Nitrofurantoin","Nitrofurantoin (Wūno in wa ej manman kij ko ilo ānbwin, jerbal ñan jipañ inpekjen ko ilo jikin eo ilo ānbwin mwe ej kōmman, kakwon, im kadiwōj rawūt.)","medication","","false","0","6903b40bd5901f5493469eac","2025-10-30T18:52:59.628000","2025-11-03T14:41:11.593000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Acyclovir","Acyclovir (Wūno in jolok kij mwe ej jerbal ñan jipañ nañinmej in inpekjen eo an jiroñ im likao naietan herpes, nañnmej in bok aidik, in nañinmejin bok an rūtto.)","medication","","false","0","6903b40bd5901f5493469eaf","2025-10-30T18:52:59.629000","2025-11-03T14:18:29.999000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Sucralfate","Sucralfate","medication","","false","0","6903b40bd5901f5493469eb1","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Addict","Añūrleb","symptoms","","false","0","6903b40bd5901f5493469eef","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Blood pressure medication","Wūno in aer bōtōkōk ak ae plot","medication","","false","0","6903b40bd5901f5493469d2a","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Imodium","Wūno in kaben loje","medication","","false","0","6903b40bd5901f5493469d33","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Wait for the nurse.","Kattar nōōj en.","procedures","","false","0","6903b40bd5901f5493469d3f","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Pharmacy","Jikin ebōk wūno","general","","false","0","6903b40bd5901f5493469d4d","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Transportation","Ial","general","","false","0","6903b40bd5901f5493469d54","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Caregiver","Rikau","general","","false","0","6903b40bd5901f5493469d75","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"When","Nāāt","questions","","false","0","6903b40bd5901f5493469d78","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"How long?","Ewi to in?","questions","","false","0","6903b40bd5901f5493469d7c","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Morning or am","Jibboñ","general","","false","0","6903b40bd5901f5493469d86","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Allergy to medication","Kadeke wūno","medication","","false","0","6903b40bd5901f5493469d8f","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Adult","Rūtto","general","","false","0","6903b40bd5901f5493469d92","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Bite","Kiji","general","","false","0","6903b40bd5901f5493469db9","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Brush teeth","Braj ñi","procedures","","false","0","6903b40bd5901f5493469dc5","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Comb hair","Kuum bar","general","","false","0","6903b40bd5901f5493469dc6","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Fire","Kijeek","general","","false","0","6903b40bd5901f5493469dce","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Potato","Piteto","general","","false","0","6903b40bd5901f5493469ddc","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Sunny","Det","general","","false","0","6903b40bd5901f5493469de6","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Talk","Keroro","general","","false","0","6903b40bd5901f5493469df4","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Lost","Jako","general","","false","0","6903b40bd5901f5493469e00","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Reson","Wūnin","general","","false","0","6903b40bd5901f5493469e08","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Pretty","Likatu","general","","false","0","6903b40bd5901f5493469e11","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Lisinopril","Lisinopril (Wūno ej jerbal ñan jipañ aer bōtōktōk im jorāān in menono, jipañ bōbrae stroke im jorāān ko an deke in jibke.)","medication","","false","0","6903b40bd5901f5493469e23","2025-10-30T18:52:59.627000","2025-11-03T14:28:49.261000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Glimepiride","Glimepiride (Wūno in daak ñan jipañ kōmanman lābōl in tōñal ilo bōtōktōk ippān rinañinmej ro ewōr aer taip 2 nañinmejin tōñal ak ro rejjab emman aer kōmman make ak jejjet kūtien ear bōk insulin.)","medication","","false","0","6903b40bd5901f5493469e31","2025-10-30T18:52:59.627000","2025-11-03T14:52:06.175000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Chantix (Varenicline)","Chantix ak Varenicline (Wūno ñan jipañ armej bwe ren bōjrak aer kōbaatat ilo an kadiklok añūr im jolok kakōlle ko.)","medication","","false","0","6903b40bd5901f5493469e39","2025-10-30T18:52:59.627000","2025-11-03T14:24:10.103000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Oxycodone","Oxycodone (Wūno in metak kajoor ej jerbal ñan jipañ metak ko redik ñan ko relukkun lap.)","medication","","false","0","6903b40bd5901f5493469e5e","2025-10-30T18:52:59.628000","2025-11-03T13:53:36.654000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Spironolactone","Spironolactone (Wūno ej jerbal ñan jolok bōbōj itok jen dān ilowaan ānbwin ej jipañ aer bōtōktōk, jorāān ilo menono, im ae dān)","medication","","false","0","6903b40bd5901f5493469e62","2025-10-30T18:52:59.628000","2025-11-03T14:46:45.728000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Lansoprazole","Lansoprazole (Jerbal ñan jipañ im bōbrae aljer ko ilo loje im majñal, bōbōj ak jorāān ilo būri ak bōro, im jorāān ko jet relap ikkijjien ajet ko ilowaan loje.)","medication","","false","0","6903b40bd5901f5493469e6b","2025-10-30T18:52:59.628000","2025-11-03T13:52:41.006000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Progesterone","Progesterone (Dān ko an kōrā mwe raorōk ñan kajojo iien ko rej bidodo ear bōroro im mejan allōñ.)","medication","","false","0","6903b40bd5901f5493469e8d","2025-10-30T18:52:59.628000","2025-10-30T18:52:59.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Insulin Aspart","Insulin Aspart (Wā in tōñal emōkaj an jerbal mwe ej jerbal ñan jipañ ro ewōr ear taip 1 ak ro rej aikuj bōk insulin ñan in dreo im taip 2 nañinmejin tōñal ak ro rejjab emman aer kōmman make ak jejjet kūtien ear bōk insulin.)","medication","","false","1","6903b40bd5901f5493469e99","2025-10-30T18:52:59.628000","2025-11-03T14:36:46.017000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Atomoxetine","Atomoxetine (Wūno ñan jipañ ADHD ak utamwe ko rej men bwe armej ren jaje kōlmānlokjen ak jaje tōt.)","medication","","false","0","6903b40bd5901f5493469eb8","2025-10-30T18:52:59.629000","2025-11-03T14:21:05.209000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Muscle","Majel","body_parts","","false","0","6903b40bd5901f5493469ee7","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Fibromyalgia","Jab jako an metak ānbwin itok jen nañinmejin tōñal","symptoms","","false","0","6903b40bd5901f5493469eec","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Narcolepsy","Utamwe ikkijjien jaje kiki.","symptoms","","false","0","6903b40bd5901f5493469eee","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Side effects","Kakōlkōl ko rej jelōt ānbwin.","symptoms","","false","0","6903b40bd5901f5493469ef1","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Because","Kōnke","general","","false","0","6903b40bd5901f5493469ef5","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Really happy","Lukkun mōnōnō","general","","false","0","6903b40bd5901f5493469f00","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"proctologist","proctologist (Taktō eo ewōr an kepeel ikkijjien nañinmej ko ilowaan jikin pirej, lowaan im likin anri ko.)","medical_staff","","false","1","6903b40bd5901f5493469d16","2025-10-30T18:52:59.623000","2025-11-03T19:24:24.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Breath","Emenono","general","","false","0","6903b40bd5901f5493469d32","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Complete","Weebbān","general","","false","0","6903b40bd5901f5493469d69","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Diarrhea","Bidodo loje","symptoms","","false","0","6903b40bd5901f5493469d76","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Where","la","questions","","false","0","6903b40bd5901f5493469d79","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"When was the last time?","Nāāt eo āliktata","questions","","false","0","6903b40bd5901f5493469d8d","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Body","Ānbwin","body_parts","","false","0","6903b40bd5901f5493469d94","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Roof of the mouth","Lōñ in lowaan loñi","body_parts","","false","0","6903b40bd5901f5493469da7","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
